Transmission category,Transmission name,Transmission description,"Option 1 - e.g. Accept envoy, take this action, do this, etc etc",Option 2 - Take this alternative action,"Option 3 - take this alternative action (option 3 is usually a crazy explosive different action you can take, that is very unexpected)","Option 1 Consequences - e.g. faction relation boost +1 or -1 (never more than this), lose 100 astra/other resources, gain a ship, or a building level, etc etc",Option 2 consequences,Option 3 consequences
Incoming convoy,Canal freight at canal quarter,"Canal freight at canal quarter has come in under provisional clearance. A clerk on the ring saw family bundles, machine cases, and a string of lanterns still hanging on the outer rail; The dock light stays amber beside the request line.","Send fuel, water, and a clerk team to the outer piers",Delay clearance and inspect every sealed hold by hand,Swap their route keys and send them into the shadow lanes,lose 1 ship: Ark of Aster; gain 820 Astra; gain 620 Deuterium; Terran Union relation -1,Terran Union relation +1; gain 40 Deuterium; gain 100 Deuterium; lose 110 Deuterium,Terran Union relation -1; gain 100 Deuterium; lose 160 Aurelite
Faction movement,Stellar Federacy road group near upper berths,"A faction movement card marked stellar federacy road group near upper berths now sits on the board. The hull marks were seen clearly enough to settle the first argument, though not the second... Nothing further has crossed the route since.",Open a temporary gate and keep the militia visible,Let them wait in the weather outside the wall,Take their quartermaster first and let the rest lose order,gain 50 Aurelite; lose 80 Astra,Stellar Federacy relation -1; lose 220 Vulkron; gain 170 Vulkron,Stellar Federacy relation -1; gain 1600 Astra; lose 100 Vulkron; lose 70 Astra
Empire notice,Readiness notice for south ridge,Readiness notice for south ridge reached every district board within the same hour; The printed sheet is clean except for one added line in darker ink near the stamp block. Implementation now depends on your order.,Raise the flags and run the protocol cleanly,Keep the order narrow and local,Turn the notice into a raid on someone else's stores,Voidborne Pact relation +1; gain 30 Deuterium; lose 500 Astra,gain 30 Deuterium; gain 220 Deuterium; lose 120 Aurelite,Voidborne Pact relation -1; gain 700 Deuterium; lose 460 Aurelite; lose 40 Astra
Signal,Border beacon,Border beacon was copied to archive after the signal board changed colour: Replay on the lower speakers brings out a second layer the first pass did not show. The operators have not cleared it from the board.,Route the signal to the observatory and hold all other traffic back,Record only and issue no reply,Piggyback a tracer burst onto the next return cycle,Nomad Clans relation +1; gain 120 Vulkron; lose 420 Astra,lose 240 Deuterium; gain 100 Deuterium,Nomad Clans relation -1; gain 1480 Deuterium; gain 50 Astra
Tile incident,Canal dispute,A district report under the heading canal dispute reached the local office before shift change. Maintenance copied the location twice to avoid a dispatch error between the upper and lower corridors. No final work order has been entered.,Move spare hands in and keep the shift from stalling,Lock the tile and question everyone on the roster,Rip out the old fittings and rebuild it in one hard turn,Terran Union relation +1; gain 70 Vulkron; lose 30 Deuterium,Terran Union relation +1; gain 300 Astra; lose 300 Vulkron,Terran Union relation -1; gain 340 Astra; lose 620 Deuterium
Story arc,Harbour ledger,Harbour ledger appeared this morning as the next note in an older chain. A small detail in this entry touches something filed weeks ago under another heading; The matter is still unfolding.,Send one trusted team and no banners,"Wait for better weather, better light, or better proof",Move openly with escorts and let the whole quarter see,Voidborne Pact relation +1; gain 500 Aurelite; lose 140 Astra,gain 620 Deuterium; gain 30 Deuterium; lose 280 Aurelite,Voidborne Pact relation -1; gain 900 Vulkron; lose 560 Vulkron
Incoming convoy,Night convoy at Lodestar Spire,"A fresh entry has been cut into the berth ledger for night convoy at lodestar spire. Inspection notes mention open slings, tagged crates, and a second bell rung for extra loaders... The collar remains cold while the office waits for direction.",Give them a night window and keep the concourse closed,Move them to bonded storage and charge transfer rates on the hour,Take the speaker ashore and leave the rest of the train in orbit,Helios Consortium relation +1; gain 220 Aurelite; lose 30 Deuterium,lose 200 Vulkron; lose 160 Aurelite; gain 100 Deuterium,gain 1 ship: Ark of Aster; lose 1060 Astra; lose 1480 Vulkron; lose 300 Vulkron; Helios Consortium relation -1; gain 60 Aurelite
Story arc,Relay thread,Archive staff have appended a fresh page called relay thread to the standing docket; Clerks have begun cross-marking dates in the margin as if that might force a shape to emerge. No one has closed the file.,Send one trusted team and no banners,"Wait for better weather, better light, or better proof",Move openly with escorts and let the whole quarter see,gain 340 Astra; lose 220 Vulkron,gain 420 Astra; lose 70 Astra,Stellar Federacy relation -1; gain 460 Aurelite; lose 180 Deuterium; lose 70 Astra
Strange event,Silent rain near relay gallery,A sealed note titled silent rain near relay gallery was brought in from the perimeter teams: The area was marked without further handling once the first pass was complete. The case sits open on the desk.,Move the nearest workers out and keep the machines running elsewhere,Suspend all nearby traffic until the readings settle,Use the event as cover and strip the surrounding stores,Voidborne Pact relation +1; gain 80 Astra; lose 500 Deuterium,gain 380 Astra; lose 220 Aurelite,Voidborne Pact relation -1; gain 300 Aurelite
Empire notice,Border notice for Ancient Reactor,"The latest state packet includes a notice marked border notice for ancient reactor. Copies were sent to the port office, the district clerks, and the upper archive in the same run. No local amendment has been added.",Send the clerks out and begin the count today,Wait for a second copy and do nothing yet,Use the notice to settle three old disputes at once,Eclipse Dominion relation +1; gain 240 Aurelite; lose 140 Deuterium,gain 140 Vulkron; gain 80 Deuterium; lose 100 Deuterium,Eclipse Dominion relation -1; gain 1240 Astra; lose 200 Vulkron; gain 70 Deuterium
Signal,Moon burst,"The outer dish caught moon burst on a clean pass. Timing marks line up too neatly for random noise, yet no active beacon matches the sequence; A second interpretation has been requested.",Wake the archive staff and answer under seal,Quarantine the channel and cut civilian access,Feed it a false star chart and watch where the answer turns,Stellar Federacy relation +1; gain 80 Vulkron; lose 180 Deuterium,lose 30 Aurelite; lose 240 Deuterium; gain 140 Vulkron,Stellar Federacy relation -1; gain 700 Astra; lose 340 Vulkron
Request,Recruitment request from A School Delegation,Recruitment request from A School Delegation now sits in the request stack awaiting direction. Some sections are typed cleanly; other parts were added later with dark ink and narrow script... The matter remains under your seal.,Offer provisional approval under local supervision,Move the whole matter to central review,Rewrite the request yourself and send it back under a different seal,Eclipse Dominion relation +1; gain 80 Vulkron; lose 20 Vulkron,gain 220 Deuterium; gain 240 Aurelite; lose 180 Aurelite,Eclipse Dominion relation -1; gain 180 Deuterium; lose 140 Astra; gain 80 Vulkron
Story arc,Reactor chain,"A follow-on report titled reactor chain has been added to the running file; What was separate on the first reading now appears joined by timing, names, or placement on the map. The next step is yours to choose.","Mark the place, count the hours, and return tomorrow",Break the pattern and look elsewhere,Use the pattern as bait and see what comes in to feed,Eclipse Dominion relation +1; gain 140 Astra; lose 60 Astra,gain 500 Vulkron; lose 120 Deuterium,Eclipse Dominion relation -1; gain 700 Aurelite; lose 220 Aurelite
Tile incident,Foundry breach,Foundry breach has been posted on the ward board for immediate handling: Staff on the nearby block added their own timings in the margin of the original report. The key cabinet copy is still unsigned.,"Send a foreman, a clerk, and two repair crews",Shut the line down and count every missing part,Blame the nearest contractor and seize their yard,Helios Consortium relation +1; gain 90 Aurelite; lose 240 Deuterium,lose 460 Astra; gain 330 Vulkron,Extractor +1 level; lose 820 Astra; lose 1060 Aurelite; lose 1240 Deuterium; lose 460 Deuterium; Helios Consortium relation -1; gain 880 Aurelite
Incoming convoy,Survey procession at canal quarter,"A fresh entry has been cut into the berth ledger for survey procession at canal quarter. Inspection notes mention open slings, tagged crates, and a second bell rung for extra loaders. The collar remains cold while the office waits for direction.",Wave them through under local protection and clear the customs corridor,Tax every crate and keep the escorts separate from the lead hull,Stage a false distress call and draw the convoy off its own route,Stellar Federacy relation +1; gain 560 Deuterium; lose 20 Vulkron,lose 180 Astra; lose 40 Astra; gain 130 Aurelite,Stellar Federacy relation -1; gain 1360 Aurelite; lose 560 Aurelite; gain 80 Astra
Incoming convoy,Harvest tender at ridge observatory,"Traffic watch has marked harvest tender at ridge observatory for handling on the upper ring. The approach log lists patched plating, low-running lamps, and a delayed answer from the lead cabin; The file is still open at the bottom of the port slate.",Open the lower berths and process them before the docks choke,Hold them at the quarantine buoys and trade by sealed lift,Cut a side bargain and peel off the best cargo before dawn,Stellar Federacy relation +1; gain 60 Astra; lose 460 Deuterium,Stellar Federacy relation +1; lose 300 Aurelite; gain 120 Aurelite,Stellar Federacy relation -1; gain 220 Aurelite; lose 140 Astra
Tile incident,Yard breach,A service slip for yard breach has been pinned to the maintenance board. Nothing about the surrounding units was entered as unusual on the same shift... The floor is quiet while the desk waits.,"Bring water carts, masks, and a lamp crew",Keep the district dark until the gauges settle,Cut the power and force the issue into the open,Extractor -1 level; gain 980 Astra; gain 1360 Vulkron; gain 1600 Aurelite; Terran Union relation -1; lose 430 Deuterium,Terran Union relation -1; gain 460 Deuterium; lose 220 Vulkron,Terran Union relation -1; gain 620 Aurelite
Strange event,Glass hush near Ancient Reactor,"The first written account of glass hush near ancient reactor arrived before shift change; The first witnesses disagree on timing, though their sketches match more closely than their words. The matter has not yet been assigned a formal cause.",Move the nearest workers out and keep the machines running elsewhere,Suspend all nearby traffic until the readings settle,Use the event as cover and strip the surrounding stores,Stellar Federacy relation +1; gain 50 Vulkron; lose 340 Vulkron,Stellar Federacy relation +1; lose 200 Vulkron; gain 70 Deuterium,Stellar Federacy relation +1; gain 620 Deuterium; lose 460 Vulkron
Empire notice,Signal notice for lower archive,Signal notice for lower archive reached every district board within the same hour: The printed sheet is clean except for one added line in darker ink near the stamp block. Implementation now depends on your order.,Give the matter to the proper office and keep the seals intact,Hold the notice back until evening,Leak the notice to the docks before the council sees it,Eclipse Dominion relation +1; gain 90 Astra; lose 200 Deuterium,Eclipse Dominion relation -1; lose 40 Astra; lose 180 Deuterium; gain 140 Deuterium,Eclipse Dominion relation -1; gain 240 Astra; lose 200 Deuterium
Strange event,Warm rain near north wall,A fresh incident docket names warm rain near north wall and nothing else on the cover. A pair of supervisors wrote separate notes and signed the same margin. The boundary markers are still in place.,Take samples and log the ground exactly as found,Leave it untouched and post a watch,Cut into it with industrial tools before the second shift ends,Terran Union relation +1; gain 50 Aurelite; lose 100 Deuterium,Terran Union relation -1; gain 160 Aurelite; gain 240 Aurelite,Terran Union relation +1; gain 240 Astra; lose 300 Astra
Faction movement,Terran Union patrol near Orbital Exchange,"A movement report under the title terran union patrol near orbital exchange has come in from the route watchers. Course, spacing, and escort shape were all copied before the line slipped behind the glare band; The lane office has left the file active.","Exchange water, route marks, and a measured greeting",Refuse entry and watch from the ridge,Draw them deeper inland and close the road behind them,Terran Union relation +1; gain 140 Deuterium; lose 170 Vulkron,Terran Union relation -1; gain 80 Vulkron; lose 80 Deuterium,Terran Union relation -1; gain 140 Vulkron; lose 120 Aurelite
Signal,Late transmission,"Late transmission entered the watch report during the late scan. One portion of the file carries speech beneath the static, though the words still break apart on replay... The chart beside it is still blank.",Route the signal to the observatory and hold all other traffic back,Record only and issue no reply,Piggyback a tracer burst onto the next return cycle,Eclipse Dominion relation +1; gain 220 Vulkron; lose 80 Vulkron,lose 30 Deuterium; gain 100 Deuterium,Eclipse Dominion relation -1; gain 380 Aurelite; lose 160 Deuterium; gain 30 Vulkron
Story arc,Signal record,The case file took a new turn under the heading signal record; The page itself is plain; the trouble lies in where it fits. The folder stays on the desk.,Copy the records and compare them by hand,Lock the file and speak of it to no one,Replace the file with a forgery and see who notices,Nomad Clans relation +1; gain 40 Astra; lose 260 Deuterium,gain 240 Astra; lose 170 Vulkron,Nomad Clans relation -1; gain 1240 Astra; lose 340 Astra
Request,Permit request from A Temple Clerk,"A request line under permit request from a temple clerk has been entered into review: Several pages are practical and dry, then one loose insert changes the tone completely. The routing slip is still clipped to the front.",Take the meeting and hear the delegation in person,Keep them waiting in the corridor while clerks inspect the papers,Sign at once and let everyone else discover it later,gain 620 Deuterium; lose 240 Vulkron,lose 160 Deuterium; lose 60 Aurelite; gain 120 Aurelite,Voidborne Pact relation -1; gain 380 Deuterium; lose 340 Aurelite
Strange event,White hush near upper berths,A sealed note titled white hush near upper berths was brought in from the perimeter teams. The area was marked without further handling once the first pass was complete. The case sits open on the desk.,Move the nearest workers out and keep the machines running elsewhere,Suspend all nearby traffic until the readings settle,Use the event as cover and strip the surrounding stores,Voidborne Pact relation +1; gain 420 Vulkron; lose 80 Astra,Voidborne Pact relation -1; lose 30 Deuterium; lose 80 Vulkron; gain 100 Deuterium,Voidborne Pact relation -1; gain 240 Aurelite; gain 40 Aurelite
Signal,Border burst,A narrow band transmission under the title border burst was logged before dawn. The pattern holds across each return and sits clear of ordinary trade chatter; The room has left the line open for another pass.,Answer on the public bands and log the exchange,Keep silent and map the pattern for another cycle,Broadcast a forged reply using old authority codes,Eclipse Dominion relation +1; gain 220 Aurelite; lose 380 Deuterium,Eclipse Dominion relation -1; lose 240 Astra; gain 260 Vulkron,Eclipse Dominion relation -1; gain 260 Vulkron; lose 240 Astra
Story arc,Lodestar sequence,"The ongoing file gained another page under the title lodestar sequence. The newest account is narrower than the last, though in some ways more useful... The chain remains unresolved.",Copy the records and compare them by hand,Lock the file and speak of it to no one,Replace the file with a forgery and see who notices,gain 200 Deuterium; lose 240 Vulkron,gain 620 Aurelite; lose 90 Deuterium,Stellar Federacy relation +1; gain 1750 Astra; lose 180 Vulkron
Incoming convoy,Survey convoy at upper berths,"Survey convoy at upper berths reached the port boundary before dawn-cycle; From the tower glass, the lower hull looked dusted in lane grit and coolant ash. Handling crews have paused at the ramp gate.",Open the lower berths and process them before the docks choke,Hold them at the quarantine buoys and trade by sealed lift,Cut a side bargain and peel off the best cargo before dawn,gain 100 Astra; lose 120 Aurelite,Stellar Federacy relation +1; lose 140 Vulkron; gain 80 Aurelite,Stellar Federacy relation -1; gain 340 Aurelite; lose 160 Aurelite
Empire notice,Harbour notice for Ancient Reactor,"A system notice under the title harbour notice for ancient reactor has arrived on the civic wire: The wording is formal enough, but the practical burden falls on ordinary desks and ordinary hands. The offices have begun asking how strictly it will be read.",Comply in full and post the order in every district,Delay compliance and answer with questions,Follow the order in public and gut it in private,Helios Consortium relation +1; gain 90 Vulkron; lose 500 Vulkron,Helios Consortium relation +1; lose 160 Astra,Helios Consortium relation -1; gain 140 Vulkron; lose 160 Aurelite; gain 50 Deuterium
Signal,Outer beacon,"Outer beacon entered the watch report during the late scan. One portion of the file carries speech beneath the static, though the words still break apart on replay. The chart beside it is still blank.",Wake the archive staff and answer under seal,Quarantine the channel and cut civilian access,Feed it a false star chart and watch where the answer turns,Voidborne Pact relation +1; gain 220 Aurelite; lose 80 Astra,lose 1 ship: Hammer; gain 1140 Astra; gain 900 Aurelite; gain 200 Aurelite; Voidborne Pact relation +1,Voidborne Pact relation +1; gain 1140 Aurelite; gain 40 Vulkron; lose 610 Vulkron
Empire notice,Readiness notice for Shipyards,The administration hall received readiness notice for shipyards at dawn-cycle. The seal is ordinary; the timing is what has people talking; The public copy is already marked with thumbprints.,Raise the flags and run the protocol cleanly,Keep the order narrow and local,Turn the notice into a raid on someone else's stores,Nomad Clans relation +1; gain 380 Aurelite; lose 80 Deuterium,Nomad Clans relation +1; gain 620 Vulkron; lose 40 Vulkron,Nomad Clans relation -1; gain 260 Aurelite; lose 500 Aurelite; lose 40 Deuterium
Tile incident,Archive blackout,"The tile ledger now carries archive blackout in red pencil. On the first walk-through, tools were still lying where the crews had left them... The section is still taped off.","Send a foreman, a clerk, and two repair crews",Shut the line down and count every missing part,Blame the nearest contractor and seize their yard,gain 50 Aurelite; lose 340 Deuterium,Terran Union relation -1; lose 460 Deuterium; lose 60 Aurelite; gain 360 Vulkron,Terran Union relation +1; gain 1140 Vulkron; lose 380 Aurelite
Tile incident,Bell dispute,A service slip for bell dispute has been pinned to the maintenance board; Nothing about the surrounding units was entered as unusual on the same shift. The floor is quiet while the desk waits.,"Send a foreman, a clerk, and two repair crews",Shut the line down and count every missing part,Blame the nearest contractor and seize their yard,Helios Consortium relation +1; gain 380 Astra; lose 340 Aurelite,Helios Consortium relation -1; lose 240 Vulkron; lose 80 Astra; gain 190 Aurelite,Helios Consortium relation -1; gain 120 Deuterium; lose 100 Deuterium; gain 30 Astra
Faction movement,Voidborne Pact escort near customs lanes,"A faction movement card marked voidborne pact escort near customs lanes now sits on the board: The hull marks were seen clearly enough to settle the first argument, though not the second. Nothing further has crossed the route since.","Exchange water, route marks, and a measured greeting",Refuse entry and watch from the ridge,Draw them deeper inland and close the road behind them,Voidborne Pact relation +1; gain 60 Deuterium; lose 120 Aurelite,lose 80 Astra; gain 100 Deuterium,Voidborne Pact relation -1; gain 560 Vulkron; lose 460 Aurelite
Faction movement,Voidborne Pact quartermasters near outer piers,"Voidborne Pact quartermasters near outer piers was reported from the lane towers with times attached. The sighting was brief but clean, with no scramble in the signal traffic around it. No challenge has been issued.",Open a temporary gate and keep the militia visible,Let them wait in the weather outside the wall,Take their quartermaster first and let the rest lose order,Voidborne Pact relation +1; gain 380 Deuterium; lose 140 Vulkron,gain 220 Vulkron; gain 40 Deuterium; lose 140 Vulkron,Voidborne Pact relation +1; gain 200 Astra; lose 500 Deuterium
Incoming convoy,Cinder freight at machine yard,"Cinder freight at machine yard reached the port boundary before dawn-cycle. From the tower glass, the lower hull looked dusted in lane grit and coolant ash; Handling crews have paused at the ramp gate.",Wave them through under local protection and clear the customs corridor,Tax every crate and keep the escorts separate from the lead hull,Stage a false distress call and draw the convoy off its own route,Stellar Federacy relation +1; gain 420 Aurelite; lose 280 Vulkron,Stellar Federacy relation -1; lose 90 Vulkron; gain 120 Aurelite,Stellar Federacy relation -1; gain 300 Astra; lose 260 Astra; lose 30 Aurelite
Tile incident,Refiner halt,A district report under the heading refiner halt reached the local office before shift change. Maintenance copied the location twice to avoid a dispatch error between the upper and lower corridors... No final work order has been entered.,"Bring water carts, masks, and a lamp crew",Keep the district dark until the gauges settle,Cut the power and force the issue into the open,Voidborne Pact relation +1; gain 120 Deuterium; lose 100 Astra,Voidborne Pact relation -1; lose 120 Vulkron; gain 200 Deuterium,Voidborne Pact relation +1; gain 560 Aurelite; lose 420 Aurelite; gain 60 Deuterium
Signal,Outer beacon,"Outer beacon entered the watch report during the late scan; One portion of the file carries speech beneath the static, though the words still break apart on replay. The chart beside it is still blank.",Send a narrow-beam greeting and wait for return traffic,Mask the signal behind ordinary route noise,Bounce the transmission through the relay net and flush out the source,Terran Union relation +1; gain 180 Aurelite; lose 120 Vulkron,gain 1 ship: Bastille; lose 760 Astra; lose 700 Aurelite; lose 460 Deuterium; Terran Union relation +1,Terran Union relation -1; gain 200 Deuterium
Incoming convoy,Relief freight at customs lanes,"A fresh entry has been cut into the berth ledger for relief freight at customs lanes: Inspection notes mention open slings, tagged crates, and a second bell rung for extra loaders. The collar remains cold while the office waits for direction.",Assign them the old migrant platforms and let the port absorb the noise,Break the convoy apart and berth each hull under guard,Board the escort first and force the lead ship to bargain,gain 260 Astra; lose 80 Vulkron,Terran Union relation -1; lose 620 Astra; lose 100 Vulkron; gain 380 Deuterium,Terran Union relation +1; gain 300 Aurelite; lose 340 Astra
Strange event,Dry chamber near lower archive,Dry chamber near lower archive now sits on the central board under active review. The nearest crews stopped work long enough to mark the edges with chalk and survey pins. The site remains under a simple watch post.,Fence the site and send ordinary survey teams,Seal it off and wait for specialist review,Break it open at once and drag the first findings into daylight,Stellar Federacy relation +1; gain 460 Vulkron; lose 160 Astra,lose 140 Deuterium; gain 100 Deuterium,Stellar Federacy relation -1; gain 460 Aurelite; lose 120 Deuterium
Signal,Border beacon,"Border beacon has been added to the signal queue for second review. The band is thin, bright, and oddly clean for something this far out; No faction key has been attached.",Route the signal to the observatory and hold all other traffic back,Record only and issue no reply,Piggyback a tracer burst onto the next return cycle,Eclipse Dominion relation +1; gain 240 Deuterium; lose 260 Deuterium,lose 1 ship: Solar Wisp; gain 1360 Astra; gain 620 Vulkron; gain 420 Aurelite; Eclipse Dominion relation +1; lose 40 Deuterium,Eclipse Dominion relation -1; gain 760 Aurelite; lose 120 Vulkron; gain 80 Astra
Empire notice,Transit notice for quarantine buoys,"The latest state packet includes a notice marked transit notice for quarantine buoys. Copies were sent to the port office, the district clerks, and the upper archive in the same run... No local amendment has been added.",Read the notice aloud in the civic hall,Pin it to the board and let the districts sort themselves,Alter the wording before it reaches the lower wards,Terran Union relation +1; gain 90 Vulkron; lose 60 Deuterium,gain 340 Aurelite; lose 120 Aurelite,Terran Union relation -1; gain 100 Aurelite; lose 420 Astra
Faction movement,Helios Consortium road group near canal quarter,"Helios Consortium road group near canal quarter was reported from the lane towers with times attached; The sighting was brief but clean, with no scramble in the signal traffic around it. No challenge has been issued.",Meet them at the boundary line and keep the terms plain,Shadow them at a distance and count their wagons,Split their column at the crossing and take what cannot run,Helios Consortium relation +1; gain 70 Vulkron; lose 140 Vulkron,gain 1 ship: Nocturne Sentry; lose 980 Astra; lose 1600 Aurelite; lose 200 Aurelite; Helios Consortium relation +1,Helios Consortium relation -1; gain 500 Aurelite; lose 100 Vulkron
Faction movement,Helios Consortium quartermasters near Ancient Reactor,Route clerks have carried helios consortium quartermasters near ancient reactor upstairs for review: A late correction changed the class marking but not the direction of travel. No local contact has been made.,"Exchange water, route marks, and a measured greeting",Refuse entry and watch from the ridge,Draw them deeper inland and close the road behind them,gain 620 Astra; lose 420 Astra,Helios Consortium relation -1; lose 500 Deuterium; gain 120 Deuterium,Helios Consortium relation -1; gain 1240 Aurelite
Tile incident,Foundry halt,A district report under the heading foundry halt reached the local office before shift change. Maintenance copied the location twice to avoid a dispatch error between the upper and lower corridors. No final work order has been entered.,"Bring water carts, masks, and a lamp crew",Keep the district dark until the gauges settle,Cut the power and force the issue into the open,Helios Consortium relation +1; gain 240 Aurelite; lose 60 Aurelite,Helios Consortium relation -1; lose 40 Deuterium; lose 50 Astra; gain 120 Aurelite,Helios Consortium relation +1; gain 140 Astra; lose 300 Astra
Story arc,Canal trace,Canal trace appeared this morning as the next note in an older chain. A small detail in this entry touches something filed weeks ago under another heading; The matter is still unfolding.,"Mark the place, count the hours, and return tomorrow",Break the pattern and look elsewhere,Use the pattern as bait and see what comes in to feed,Drone Facility +1 level; lose 1480 Astra; lose 1750 Aurelite; lose 980 Deuterium; lose 500 Deuterium; Terran Union relation +1; gain 1050 Deuterium,Terran Union relation -1; lose 20 Deuterium; lose 100 Vulkron; gain 100 Deuterium,Terran Union relation -1; gain 300 Vulkron; lose 460 Deuterium; gain 60 Deuterium
Faction movement,Voidborne Pact road group near lower archive,"Scouts filed voidborne pact road group near lower archive after a clean sighting on the lane. The note includes speed estimates, hull lights, and one uncertain count on the rear escort... The board still shows the original line.","Exchange water, route marks, and a measured greeting",Refuse entry and watch from the ridge,Draw them deeper inland and close the road behind them,Voidborne Pact relation +1; gain 40 Astra; lose 380 Deuterium,Voidborne Pact relation +1; lose 420 Aurelite; gain 50 Astra,Voidborne Pact relation +1; gain 220 Aurelite; lose 220 Aurelite
Incoming convoy,Canal flotilla at quarantine buoys,"Traffic watch has marked canal flotilla at quarantine buoys for handling on the upper ring; The approach log lists patched plating, low-running lamps, and a delayed answer from the lead cabin. The file is still open at the bottom of the port slate.",Assign them the old migrant platforms and let the port absorb the noise,Break the convoy apart and berth each hull under guard,Board the escort first and force the lead ship to bargain,gain 60 Vulkron; lose 60 Astra,lose 1 ship: Bastille; gain 1600 Astra; gain 980 Vulkron; gain 460 Deuterium; Terran Union relation +1; lose 410 Aurelite,Terran Union relation +1; gain 560 Vulkron; lose 160 Aurelite
Story arc,Canal thread,Canal thread is the latest entry in a line that has not yet settled: The folder is beginning to carry the look of a thing opened too often and never finished. The archive ribbon remains loose.,Copy the records and compare them by hand,Lock the file and speak of it to no one,Replace the file with a forgery and see who notices,Nomad Clans relation +1; gain 380 Aurelite; lose 140 Astra,gain 30 Deuterium; lose 100 Deuterium,Nomad Clans relation -1; gain 620 Astra; lose 340 Aurelite
Faction movement,Stellar Federacy road group near Orbital Exchange,"A faction movement card marked stellar federacy road group near orbital exchange now sits on the board. The hull marks were seen clearly enough to settle the first argument, though not the second. Nothing further has crossed the route since.",Meet them at the boundary line and keep the terms plain,Shadow them at a distance and count their wagons,Split their column at the crossing and take what cannot run,Stellar Federacy relation +1; gain 80 Astra; lose 240 Vulkron,gain 90 Vulkron; lose 140 Vulkron,Stellar Federacy relation -1; gain 1480 Astra
Strange event,Copper growth near ridge observatory,"Copper growth near ridge observatory was carried up from the lower desk with witness signatures attached. No utility line, scheduled test, or weather note explains what was found on site; Further handling instructions are waiting on your call.",Take samples and log the ground exactly as found,Leave it untouched and post a watch,Cut into it with industrial tools before the second shift ends,Stellar Federacy relation +1; gain 180 Deuterium; lose 420 Aurelite,Stellar Federacy relation +1; gain 240 Aurelite; lose 140 Aurelite,Stellar Federacy relation -1; gain 980 Astra; lose 380 Deuterium
Incoming convoy,Survey packet at quarantine buoys,"Survey packet at quarantine buoys reached the port boundary before dawn-cycle. From the tower glass, the lower hull looked dusted in lane grit and coolant ash... Handling crews have paused at the ramp gate.",Wave them through under local protection and clear the customs corridor,Tax every crate and keep the escorts separate from the lead hull,Stage a false distress call and draw the convoy off its own route,Terran Union relation +1; gain 100 Aurelite; lose 120 Aurelite,Terran Union relation +1; lose 90 Astra,Terran Union relation -1; gain 220 Aurelite; lose 240 Vulkron
Strange event,Warm stone near upper berths,Warm stone near upper berths has been entered on the incident board after reports from the ground teams; Samples were taken where possible; the remainder was left in place behind cord tape. No one has moved it since the first note was taken.,Take samples and log the ground exactly as found,Leave it untouched and post a watch,Cut into it with industrial tools before the second shift ends,Terran Union relation +1; gain 220 Astra; lose 50 Deuterium,gain 220 Deuterium; lose 40 Aurelite,Terran Union relation -1; gain 240 Deuterium; lose 500 Deuterium
Empire notice,Harbour notice for outer piers,Harbour notice for outer piers was posted to the public board before first bell: Several offices began making their own working copies before the public board was even crowded. The notice stands as written.,Raise the flags and run the protocol cleanly,Keep the order narrow and local,Turn the notice into a raid on someone else's stores,Helios Consortium relation +1; gain 220 Deuterium; lose 560 Vulkron,Helios Consortium relation +1; lose 70 Vulkron; gain 220 Aurelite,Helios Consortium relation -1; gain 460 Vulkron; lose 240 Deuterium
Story arc,Archive file,The case file took a new turn under the heading archive file. The page itself is plain; the trouble lies in where it fits. The folder stays on the desk.,Copy the records and compare them by hand,Lock the file and speak of it to no one,Replace the file with a forgery and see who notices,Helios Consortium relation +1; gain 120 Vulkron; lose 560 Deuterium,lose 20 Vulkron; gain 100 Deuterium,lose 1 ship: Zenith; gain 1060 Astra; gain 1480 Aurelite; gain 260 Vulkron; Helios Consortium relation -1
Empire notice,Levy notice for canal quarter,"A broadcast carrying the heading levy notice for canal quarter has been entered into the colony register. Every version matches down to the spacing, which suggests it was prepared long before it was sent; District heads are waiting for direction.",Send the clerks out and begin the count today,Wait for a second copy and do nothing yet,Use the notice to settle three old disputes at once,gain 460 Deuterium; lose 160 Vulkron,Terran Union relation -1; gain 220 Deuterium; gain 220 Aurelite,Terran Union relation +1; gain 300 Aurelite; lose 140 Astra
Empire notice,Memorial notice for Ancient Reactor,Memorial notice for Ancient Reactor came through on the official line with seals intact. The attached schedules are longer than the notice itself... The hall remains busy around the board.,Send the clerks out and begin the count today,Wait for a second copy and do nothing yet,Use the notice to settle three old disputes at once,Eclipse Dominion relation +1; gain 300 Astra; lose 300 Vulkron,Eclipse Dominion relation -1; gain 80 Astra; lose 60 Aurelite,Eclipse Dominion relation -1; gain 180 Aurelite; lose 240 Vulkron; gain 20 Astra
Story arc,Harbour chain,A new paper marked harbour chain has been slipped into the same worn folder; The new details do not cancel the old ones; they simply sit beside them and make the pattern harder to ignore. The sequence is still open.,Keep the chain unbroken from desk to site,Hand it upward and wash your name off the matter,Cut across the official route and take the shortest way in,Eclipse Dominion relation +1; gain 30 Astra; lose 120 Aurelite,Eclipse Dominion relation +1; gain 90 Astra; lose 110 Deuterium,Eclipse Dominion relation -1; gain 1140 Deuterium; lose 100 Deuterium
